word,reading,translation,tags
貮,に,två,num
貮,ふた,två,num
貮,ふ,två,num
貮,ふう,två,num
二つ,ふたつ,två,num/jlpt-5
２つ,ふたつ,två,num
二つとも,ふたつとも,"båda två",adv
二つ共,ふたつとも,"båda två",adv
２つとも,ふたつとも,"båda två",adv
二つながら,ふたつながら,"båda två",adv/uk
二つ乍ら,ふたつながら,"båda två",adv/uk
二の足,にのあし,betänksamhet,n
二の町,にのまち,sekunda,n
二位,にい,andraplacering,n
二位,にい,andraplats,n
２位,にい,andraplacering,n
２位,にい,andraplats,n
二回,にかい,"två gånger",n/adj-no
２回,にかい,"två gånger",n/adj-no
二月,にがつ,februari,n-t/n-adv
２月,にがつ,februari,n-t/n-adv
二元論,にげんろん,dualism,n
二項式,にこうしき,binom,n
２項式,にこうしき,binom,n
二酸化炭素,にさんかたんそ,koldioxid,n
二者選一,にしゃせんいつ,alternativ,n/yoji
二十,にじゅう,tjugo,n
二十,はた,tjugo,n
廿,にじゅう,tjugo,n
弐拾,にじゅう,tjugo,n
二重顎,にじゅうあご,dubbelhaka,n
二重顎,にじゅうあご,hakpåse,n
二重顎,ふたえあご,dubbelhaka,n
二重顎,ふたえあご,hakpåse,n
二重あご,にじゅうあご,dubbelhaka,n
二重あご,にじゅうあご,hakpåse,n
二重あご,ふたえあご,dubbelhaka,n
二重あご,ふたえあご,hakpåse,n
二重結婚,にじゅうけっこん,bigami,n
二重結婚,にじゅうけっこん,tvegifte,n
二重焦点,にじゅうしょうてん,bifokal,n/adj-no
二重星,にじゅうせい,dubbelstjärna,n
二重生活,にじゅうせいかつ,dubbelliv,n
二重道徳,にじゅうどうとく,dubbelmoral,n
二重母音,にじゅうぼいん,diftong,n
二乗根,にじょうこん,kvadratrot,n
二進,にしん,binär,adj-na/n
二人殺し,ふたりごろし,dubbelmord,n
二相,にそう,tvåfas,n/adj-no
二度三度,にどさんど,igen,n/yoji
二等分線,にとうぶんせん,bisektris,n
２等分線,にとうぶんせん,bisektris,n
二八,にはち,sexton,n/arch
二枚貝,にまいがい,mussla,n
二枚折り,にまいおり,foliant,n
二枚折り,にまいおり,folio,n
二流,にりゅう,sekunda,n/adj-no
尼寺,あまでら,nunnekloster,n
尼僧,にそう,prästinna,n
賑やか,にぎやか,livlig,adj-na/jlpt-5
賑やか,にぎやか,hektisk,adj-na/jlpt-5
肉,にく,kött,n/jlpt-5
肉,しし,kött,n/jlpt-5
宍,しし,kött,n
肉屋,にくや,slaktare,n
肉牛,にくぎゅう,biffdjur,n
肉桂,にっけい,kanel,n/adj-no/uk
肉桂,にっき,kanel,n/adj-no/uk
肉桂,ニッケイ,kanel,n/adj-no/uk
肉食,にくしょく,köttdiet,n/vs/adj-no/adj-f
肉食,にくじき,köttdiet,n/vs/adj-no/adj-f
虹,にじ,regnbåge,n/jlpt-2
霓,にじ,regnbåge,n
虹彩,こうさい,iris,n/adj-no
虹彩,こうさい,regnbågshinna,n/adj-no
虹彩,こうさい,svärdslilja,n/adj-no
日,ひ,sol,n-adv/n-t/jlpt-3/jlpt-4
日,ひ,dag,n-adv/n-t/jlpt-3/jlpt-4
陽,ひ,sol,n-adv/n-t
陽,ひ,dag,n-adv/n-t
日の出,ひので,soluppgång,n/jlpt-2
日陰,ひかげ,solsken,n/jlpt-2
日陰,ひかげ,beskugga,n/jlpt-2
日蔭,ひかげ,solsken,n
日蔭,ひかげ,beskugga,n
日影,ひかげ,solsken,n
日影,ひかげ,beskugga,n
日刊紙,にっかんし,"daglig tidning",n
日刊紙,にっかんし,dagstidning,n
日刊新聞,にっかんしんぶん,"daglig tidning",n
日刊新聞,にっかんしんぶん,dagstidning,n
日記,にっき,dagbok,n/jlpt-4
日記,にっき,diarium,n/jlpt-4
日傘,ひがさ,parasoll,n
日射,にっしゃ,solstrålning,n
日照り,ひでり,torka,n
旱,ひでり,torka,n
日でり,ひでり,torka,n
旱り,ひでり,torka,n
日当,にっとう,dagsersättning,n/jlpt-1
日本語,にほんご,japanska,n/adj-no
日本語,にっぽんご,japanska,n/adj-no
日本人,にほんじん,japan,n
日本人,にっぽんじん,japan,n
日ごとに,ひごとに,daglig,adv
日毎に,ひごとに,daglig,adv
日曜日,にちようび,söndag,n-adv/n-t/jlpt-5
日輪,にちりん,sol,n
日和,ひより,väder,n
日和,ひより,väderlek,n
乳液,にゅうえき,latex,n/adj-no
乳菓,にゅうか,emulsion,n
乳がん,にゅうがん,bröstcancer,n
乳癌,にゅうがん,bröstcancer,n
乳剤,にゅうざい,emulsion,n
乳酸,にゅうさん,mjölksyra,n
乳脂肪,にゅうしぼう,mjölkfett,n
乳脂肪,にゅうしぼう,smörfett,n
乳児死亡率,にゅうじしぼうりつ,barnadödlighet,n
乳状,にゅうじょう,mjölkaktig,n/adj-no
乳状,にゅうじょう,mjölklik,n/adj-no
乳腺,にゅうせん,bröstkörtel,n
乳腺,にゅうせん,mjölkkörtel,n
乳濁,にゅうだく,emulsion,n
乳濁液,にゅうだくえき,emulsion,n
乳糖,にゅうとう,mjölksocker,n/adj-no
乳棒,にゅうぼう,mortelstöt,n
乳用牛,にゅうようぎゅう,mjölkko,n
乳酪,にゅうらく,smör,n
入れ目,いれめ,ögonprotes,n
入目,いれめ,ögonprotes,n
入学考査,にゅうがくこうさ,inträdesprov,n
入学試験,にゅうがくしけん,inträdesprov,n
入監,にゅうかん,frihetsstraff,n/vs
入試,にゅうし,inträdesprov,n/adj-no/abbr
入射角,にゅうしゃかく,anfallsvinkel,n
入射角,にゅうしゃかく,infallsvinkel,n
入賞者,にゅうしょうしゃ,pristagare,n
入隊,にゅうたい,enrollering,n/vs
入木,にゅうぼく,kalligrafi,n
入木,にゅうぼく,skönskrift,n
入力,にゅうりょく,inmatning,n/vs
入力,にゅうりょく,input,n/vs
入力線,にゅうりょくせん,input,n
入力装置,にゅうりょくそうち,inorgan,n
入牢,にゅうろう,frihetsstraff,n/vs
いか物,いかもの,fejka,n/uk
如何物,いかもの,fejka,n/uk
如何様師,いかさまし,lurendrejare,n
いかさま師,いかさまし,lurendrejare,n
如実,にょじつ,realitet,n
如実,にょじつ,verklighet,n
尿,にょう,urin,n/jlpt-1
尿,ゆばり,urin,n/jlpt-1
尿,いばり,urin,n/jlpt-1
尿,ゆまり,urin,n/jlpt-1
尿,ばり,urin,n/jlpt-1
尿,しい,urin,n/jlpt-1
尿,しし,urin,n/jlpt-1
尿,しと,urin,n/jlpt-1
尿酸,にょうさん,urinsyra,n
尿素,にょうそ,urea,n/adj-no
尿素,にょうそ,urinämne,n/adj-no
尿道,にょうどう,urinrör,n/adj-no
韮葱,にらねぎ,purjo,n
任期,にんき,mandattid,n
任職,にんしょく,prästvigning,n
任命式,にんめいしき,investitur,n
猫,ねこ,katt,n/abbr/uk/col/jlpt-5
猫,ネコ,katt,n/abbr/uk/col/jlpt-5
熱,ねつ,feber,n/jlpt-4
熱,ねつ,temperatur,n/jlpt-4
熱い,あつい,varm,adj-i/jlpt-5
熱い,あつい,het,adj-i/jlpt-5
熱可塑樹脂,ねつかそじゅし,termoplast,n
熱狂者,ねっきょうしゃ,entusiast,n
熱狂者,ねっきょうしゃ,fantast,n
熱量,ねつりょう,temperatur,n/jlpt-1
年,とし,år,n/jlpt-5
年,とし,ålder,n/jlpt-5
歳,とし,år,n
歳,とし,ålder,n
年の暮れ,としのくれ,årsslut,n
年の暮,としのくれ,årsslut,n
年益,ねんえき,årsvinst,n
年間,ねんかん,år,n-t/n-suf/jlpt-3
年期者,ねんきもの,lärling,n
年月日,ねんがっぴ,datum,n
年祭,ねんさい,årsdag,n
年祭り,としまつり,årsfest,n
年産,ねんさん,årsproduktion,n
年産額,ねんさんがく,årsproduktion,n
年次,ねんじ,kronologisk,n/suf
年代順,ねんだいじゅん,tidsföljd,n/adj-no
年端,としは,levnadsålder,n/adj-no
年端,としは,ålder,n/adj-no
年歯,としは,levnadsålder,n/adj-no
年歯,としは,ålder,n/adj-no
年歯,ねんし,levnadsålder,n/adj-no
年歯,ねんし,ålder,n/adj-no
年内,ねんない,årsslut,n
年報,ねんぽう,årsberättelse,n
念の入れ方,ねんのいれかた,varning,n
念押し,ねんおし,erinran,n/vs
念珠,ねんじゅ,radband,n
念珠,ねんず,radband,n
念頭,ねんとう,håg,n
燃料,ねんりょう,bränsle,n/jlpt-1
粘り気,ねばりけ,seghet,n
粘性,ねんせい,seghet,n/adj-no
粘性,ねんせい,viskositet,n/adj-no
粘度,ねんど,seghet,n
粘度,ねんど,viskositet,n
粘土,ねんど,lera,n
粘土,ねばつち,lera,n
粘土,へなつち,lera,n
粘土,へな,lera,n
埴土,へなつち,lera,n
埴,へな,lera,n
粘膜,ねんまく,slemhinna,n/adj-no
乃父,だいふ,fader,n
乃父,だいふ,far,n
乃父,だいふ,pappa,n
乃父,だいふ,"pater X",n
濃褐色,のうかっしょく,mörkbrun,adj-na
濃紺,のうこん,mörkblå,n
濃青色,のうせいしょく,mörkblå,adj-na
能動,のうどう,aktiv,n
能動態,のうどうたい,"aktiv form",n
能率,のうりつ,effektivitet,n/jlpt-2
能率,のうりつ,skicklighet,n/jlpt-2
能率,のうりつ,verkningsgrad,n/jlpt-2
脳梗塞,のうこうそく,hjärninfarkt,n
脳硬塞,のうこうそく,hjärninfarkt,n
脳こうそく,のうこうそく,hjärninfarkt,n
脳死,のうし,hjärndöd,n/adj-no
脳髄,のうずい,hjärna,n
脳性,のうせい,cerebral,adj-na/n/adj-no
脳卒中,のうそっちゅう,hjärnblödning,n
膿,うみ,sårvätska,n
農,のう,åkerbruk,n
農園,のうえん,plantage,n
農学,のうがく,agronomie,n
農業,のうぎょう,agronomie,n/adj-no/jlpt-3
農耕,のうこう,åkerbruk,n/jlpt-1
蚤,のみ,loppa,n
蚤,ノミ,loppa,n
覇気,はき,äregirighet,n
覇権,はけん,hegemoni,n/adj-no
波,なみ,våg,n/jlpt-3
浪,なみ,våg,n
濤,なみ,våg,n
波打ち際,なみうちぎわ,plage,n
波うちぎわ,なみうちぎわ,plage,n
波打際,なみうちぎわ,plage,n
波長,はちょう,våglängd,n
波動,はどう,svallvåg,n/adj-no
派生語,はせいご,derivat,n
破損,はそん,åverkan,n/vs/jlpt-1
破片,はへん,skärv,n/jlpt-2
馬,うま,häst,n/abbr/jlpt-3
馬,いま,häst,n/abbr/jlpt-3
馬,おま,häst,n/abbr/jlpt-3
馬,ウマ,häst,n/abbr/jlpt-3
馬具,ばぐ,sele,n
馬鹿馬鹿しい,ばかばかしい,dum,adj-i/uk/jlpt-1
馬鹿馬鹿しい,バカバカしい,dum,adj-i/uk/jlpt-1
馬鹿野郎,ばかやろう,idiot,n/int/uk/col/derog/yoji
馬鹿野郎,バカヤロー,idiot,n/int/uk/col/derog/yoji
馬鹿野郎,バカヤロウ,idiot,n/int/uk/col/derog/yoji
バカ野郎,バカやろう,idiot,n/int/uk/col/derog/yoji
バカ野郎,バカヤロー,idiot,n/int/uk/col/derog/yoji
バカ野郎,バカヤロウ,idiot,n/int/uk/col/derog/yoji
馬鹿やろう,ばかやろう,idiot,n/int/uk/col/derog/yoji
馬鹿やろう,バカヤロー,idiot,n/int/uk/col/derog/yoji
馬鹿やろう,バカヤロウ,idiot,n/int/uk/col/derog/yoji
ばか野郎,ばかやろう,idiot,n/int/uk/col/derog/yoji
ばか野郎,バカヤロー,idiot,n/int/uk/col/derog/yoji
ばか野郎,バカヤロウ,idiot,n/int/uk/col/derog/yoji
馬車,ばしゃ,coach,n
馬小屋,うまごや,stall,n
馬小屋,うまごや,stallbyggnad,n
廃疾,はいしつ,invaliditet,n/adj-no
排水,はいすい,avlopp,n/vs/jlpt-1
排水溝,はいすいこう,avlopp,n
排他,はいた,avlägsnande,n
排他,はいた,uteslutning,n
排他的,はいたてき,exklusiv,adj-na
排便,はいべん,defekation,n/vs
排便,はいべん,tarmuttömning,n/vs
排卵,はいらん,ovulation,n/vs/adj-no
排卵,はいらん,äggbildning,n/vs/adj-no
排卵,はいらん,ägglossning,n/vs/adj-no
排泄,はいせつ,exkretion,n/vs/adj-no
排せつ,はいせつ,exkretion,n/vs/adj-no
敗残,はいざん,nederlag,n/vs
背,せい,kroppslängd,n/jlpt-3/jlpt-5
背,せい,längd,n/jlpt-3/jlpt-5
脊,せい,kroppslängd,n
脊,せい,längd,n
背景,はいけい,bakgrund,n/jlpt-1
背景,はいけい,omgivning,n/jlpt-1
背丈,せたけ,kroppslängd,n
背丈,せいたけ,kroppslängd,n
背信者,はいしんしゃ,förrädare,n
背中,せなか,rygg,n/jlpt-4
背なか,せなか,rygg,n
背中の痛み,せなかのいたみ,ryggvärk,n
肺,はい,lunga,n/jlpt-1
肺炎,はいえん,pneumoni,n/adj-no
配管工,はいかんこう,rörmontör,n
配管工業,はいかんこうぎょう,rörmokeri,n
配偶,はいぐう,kombination,n/vs/adj-no
配送,はいそう,leverans,n/vs
倍数,ばいすう,multipel,n
倍増,ばいぞう,dubbla,n/vs
倍増し,ばいまし,dubbling,n/vs
媒介,ばいかい,förmedlande,n/vs
媒介,ばいかい,förmedlare,n/vs
媒介,ばいかい,mellanhand,n/vs
媒介,ばいかい,medlare,n/vs
媒介,ばいかい,mellanled,n/vs
媒染剤,ばいせんざい,bet,n
梅,うめ,plommon,n/jlpt-3
梅,むめ,plommon,n/jlpt-3
梅,ウメ,plommon,n/jlpt-3
楳,うめ,plommon,n
楳,むめ,plommon,n
楳,ウメ,plommon,n
梅雨期,ばいうき,regntid,n
煤,すす,sot,n/uk
煤,スス,sot,n/uk
買い取る,かいとる,inhandla,v5r/vt
買う,かう,köpa,v5u/vt/jlpt-5
買物袋,かいものぶくろ,shoppingväska,n
買い物袋,かいものぶくろ,shoppingväska,n
陪審,ばいしん,juryman,n
陪審員,ばいしんいん,juryman,n
這い這い,はいはい,krypande,n/vs/uk/chn
蠅,はえ,fluga,n/uk/derog
蠅,ハエ,fluga,n/uk/derog
蝿,はえ,fluga,n/uk/derog
蝿,ハエ,fluga,n/uk/derog
剥製術,はくせいじゅつ,taxidermi,n
博愛家,はくあいか,filantrop,n
博愛主義,はくあいしゅぎ,altruism,n
博学者,はくがくしゃ,tyckare,n
博徒,ばくと,dobblare,n
博物学,はくぶつがく,naturhistoria,n
博物館,はくぶつかん,museum,n/jlpt-3
拍手,はくしゅ,handklappning,n/vs/jlpt-3
泊まる,とまる,bo,v5r/vi/jlpt-4
泊る,とまる,bo,v5r/vi
白,しろ,vit,n/jlpt-5
白い,しろい,vit,adj-i/jlpt-5
白亜紀,はくあき,kritperioden,n
白血病,はっけつびょう,leukemi,n
白黒,しろくろ,svartvit,n/adj-no
白墨,はくぼく,krita,n
薄片,はくへん,flaga,n
薄片,はくへん,flinga,n
迫撃砲,はくげきほう,mörsare,n
迫持,せりもち,hålfot,n
爆撃機,ばくげきき,bombare,n
爆笑,ばくしょう,garv,n/vs/col
爆弾,ばくだん,bomba,n/uk/jlpt-1
爆弾,バクダン,bomba,n/uk/jlpt-1
爆発管,ばくはつかん,knalldosa,n
爆風,ばくふう,blästra,n
麦,むぎ,korn,n
麦芽,ばくが,malt,n/adj-no
麦芽,ばくが,mälta,n/adj-no
麦芽糖,ばくがとう,maltsocker,n
麦角,ばっかく,mjöldryga,n
箸,はし,ätpinnar,n/jlpt-2
肌合い,はだあい,sinnelag,n
肌合,はだあい,sinnelag,n
畑,はたけ,fält,n/suf/col/jlpt-3
畑,はたけ,åkerfält,n/suf/col/jlpt-3
畑,はた,fält,n/suf/col/jlpt-3
畑,はた,åkerfält,n/suf/col/jlpt-3
畠,はたけ,fält,n/suf/col
畠,はたけ,åkerfält,n/suf/col
畠,はた,fält,n/suf/col
畠,はた,åkerfält,n/suf/col
畑打ち,はたうち,plöjning,n/vs
八折判,やつおりばん,oktavformat,n
八つ折り判,やつおりばん,oktavformat,n
八折り判,やつおりばん,oktavformat,n
八九分,はっくぶ,nästan,n
八月,はちがつ,augusti,n-adv
８月,はちがつ,augusti,n-adv
八潮路,やしおじ,sjöresa,n
八幡の薮知らず,やわたのやぶしらず,irrgång,exp/n
八幡の不知藪,やわたのやぶしらず,irrgång,exp/n
八辺形,はちへんけい,oktogon,n
八辺形,はちへんけい,åttahörning,n
八辺形,はちへんけい,åttkant,n
八方,はっぽう,runtom,n
鉢,はち,skål,n/jlpt-2
発音,はつおん,uttal,n/vs/jlpt-4
発汗,はっかん,svettning,n/vs/adj-no
発見者,はっけんしゃ,upptäckare,n
発行者,はっこうしゃ,bokförläggare,n
発行者,はっこうしゃ,förläggare,n
発行者,はっこうしゃ,utgivare,n
発酵,はっこう,jäsning,n/vs/adj-no
醗酵,はっこう,jäsning,n/vs/adj-no
発振,はっしん,oscillation,n/vs
発端,ほったん,begynnelse,n
発展,はってん,utveckling,n/vs/jlpt-3
発展,はってん,framsteg,n/vs/jlpt-3
発展途上国,はってんとじょうこく,u-land,n
発表,はっぴょう,bekantgörande,n/vs/jlpt-3
発表者,はっぴょうしゃ,speaker,n
髪,かみ,hår,n/jlpt-4
髮,かみ,hår,n
髪の毛,かみのけ,huvudhår,exp/n/jlpt-3
罰,ばつ,bestraffning,n/n-suf/jlpt-1
罰金,ばっきん,bötesstraff,n
罰金,ばっきん,vite,n
抜かす,ぬかす,utelämna,v5s/vt/vulg/jlpt-1
吐かす,ぬかす,utelämna,v5s/vt/vulg
抜擢,ばってき,urplock,n/vs
抜擢,ばったく,urplock,n/vs
抜てき,ばってき,urplock,n/vs
鳩,はと,duva,n
鳩,ハト,duva,n
鴿,はと,duva,n
鴿,ハト,duva,n
蛤,はまぐり,mussla,n/uk
蛤,ハマグリ,mussla,n/uk
文蛤,はまぐり,mussla,n/uk
文蛤,ハマグリ,mussla,n/uk
蚌,はまぐり,mussla,n/uk
蚌,ハマグリ,mussla,n/uk
隼,はやぶさ,pilgrimsfalk,n/uk
隼,ハヤブサ,pilgrimsfalk,n/uk
伴奏部,ばんそうぶ,komp,n
判じ絵,はんじえ,fixeringsbild,n
判読しがたい,はんどくしがたい,oläslig,exp/adj-i
判読し難い,はんどくしがたい,oläslig,exp/adj-i
半ズボン,はんズボン,knickers,n
半塩水,はんえんすい,"bräckt vatten",n
半乾き,はんかわき,halvtorr,n
半球,はんきゅう,halvklot,n
半球,はんきゅう,hemisfär,n
半口,はんくち,halvpart,n
半宵,はんしょう,midnatt,n
半神,はんしん,halvgud,n
半人前,はんにんまえ,halvpart,n
半島,はんとう,halvö,n/sens/col/jlpt-2
半母音,はんぼいん,halvvokal,n
半諧音,はんかいおん,assonans,n
半諧音,はんかいおん,vokalrim,n
半鹹水,はんかんすい,"bräckt vatten",n
反意語,はんいご,antonym,n
反応,はんのう,reaktion,n/vs/jlpt-1
反応,はんのう,respons,n/vs/jlpt-1
反応,はんのう,gensvar,n/vs/jlpt-1
反応,はんおう,reaktion,n/vs/jlpt-1
反応,はんおう,respons,n/vs/jlpt-1
反応,はんおう,gensvar,n/vs/jlpt-1
反作用,はんさよう,reaktion,n
反射鏡,はんしゃきょう,reflektor,n
反対語,はんたいご,antonym,n
反動家,はんどうか,baksträvare,n
反落,はんらく,reaktion,n/vs
反乱者,はんらんしゃ,insurgent,n
反乱者,はんらんしゃ,upprorsman,n
叛乱者,はんらんしゃ,insurgent,n
叛乱者,はんらんしゃ,upprorsman,n
反粒子,はんりゅうし,antipartikel,n
帆,ほ,segel,n
帆走,はんそう,segling,n/vs/adj-no
帆柱,ほばしら,mast,n
帆柱,ほばしら,"masta på",n
帆柱,ほばしら,mast,n
檣,ほばしら,mast,n
檣,ほばしら,"masta på",n
檣,ほばしら,mast,n
帆立,ほたて,kammussla,n/uk/abbr
帆立,ホタテ,kammussla,n/uk/abbr
帆立貝,ほたてがい,kammussla,n/uk
帆立貝,ホタテガイ,kammussla,n/uk
ほたて貝,ほたてがい,kammussla,n/uk
ほたて貝,ホタテガイ,kammussla,n/uk
海扇,ほたてがい,kammussla,n/uk
海扇,ホタテガイ,kammussla,n/uk
搬送,はんそう,forsla,n/vs/vt
搬送,はんそう,kör,n/vs/vt
搬送波,はんそうは,bärvåg,n
搬入,はんにゅう,"ta in",n/vs
斑点,はんてん,"liten fläck",n/adj-no
板,いた,bräda,n/abbr/jlpt-3
板,いた,planka,n/abbr/jlpt-3
板金屋,ばんきんや,rörmontör,n
板紙,いたがみ,pappkartong,n
汎神論,はんしんろん,panteism,n
版,はん,edition,n/n-suf/ctr/jlpt-1
版,はん,upplaga,n/n-suf/ctr/jlpt-1
版,はん,utgåva,n/n-suf/ctr/jlpt-1
版,ばん,edition,n/n-suf/ctr/jlpt-1
版,ばん,upplaga,n/n-suf/ctr/jlpt-1
版,ばん,utgåva,n/n-suf/ctr/jlpt-1
版権,はんけん,copyright,n
版元,はんもと,bokförläggare,n
版元,はんもと,förläggare,n
版元,はんもと,utgivare,n
板元,はんもと,bokförläggare,n
板元,はんもと,förläggare,n
板元,はんもと,utgivare,n
犯罪,はんざい,brott,n/adj-no/jlpt-3
犯罪,はんざい,dåd,n/adj-no/jlpt-3
犯罪学,はんざいがく,kriminologi,n
犯人,はんにん,brottsling,n/jlpt-3
販売者,はんばいしゃ,säljare,n
範例,はんれい,föredöme,n
範疇,はんちゅう,kategori,n
範ちゅう,はんちゅう,kategori,n
晩餐,ばんさん,diné,n
晩春,ばんしゅん,senvår,n-adv/n/obs
番外,ばんがい,extra,n/adj-no
蛮風,ばんぷう,"vilda seder",n
蛮力,ばんりょく,råstyrka,n
鄙言,ひげん,slanguttryck,n
卑言,ひげん,slanguttryck,n
彼,かれ,han,pn/n/jlpt-4
彼,かれ,pojkvän,pn/n/jlpt-4
彼氏,かれし,pojkvän,n/pn/fam/joc
悲しい,かなしい,sorglig,adj-i/jlpt-4
悲しい,かなしい,sorgsen,adj-i/jlpt-4
哀しい,かなしい,sorglig,adj-i
哀しい,かなしい,sorgsen,adj-i
悲運,ひうん,öde,n
悲観的,ひかんてき,pessimistisk,adj-na
悲劇,ひげき,tragik,n/jlpt-3
扉,とびら,dörr,n/jlpt-1
扉,とびら,öppning,n/jlpt-1
闔,とびら,dörr,n
闔,とびら,öppning,n
批評家,ひひょうか,kritiker,n
比べる,くらべる,jämföra,v1/vt/jlpt-4
較べる,くらべる,jämföra,v1/vt
競べる,くらべる,jämföra,v1/vt
比翼の鳥,ひよくのとり,"lyckligt gift",n
比例,ひれい,proportion,n/vs/jlpt-1
泌尿器科,ひにょうきか,urologi,n
皮下,ひか,subkutan,n/adj-no
皮下脂肪,ひかしぼう,underhudsfett,n
皮切り,かわきり,början,n
皮膚,ひふ,hud,n/adj-no/jlpt-2
皮フ,ひフ,hud,n/adj-no
皮膚科,ひふか,dermatologi,n
皮フ科,ひフか,dermatologi,n
皮ふ科,ひふか,dermatologi,n
ヒフ科,ヒフか,dermatologi,n
秘め事,ひめごと,hemlig,n
秘めごと,ひめごと,hemlig,n
秘結,ひけつ,förstoppning,n/vs
秘密,ひみつ,hemlighet,n/adj-na/adj-no/jlpt-3
被害,ひがい,åverkan,n/jlpt-3
被減数,ひげんすう,minuend,n
被差別,ひさべつ,diskriminering,n
被除数,ひじょすう,dividend,n
被乗数,ひじょうすう,multiplikand,n
被服,ひふく,beklädnad,n
避難者,ひなんしゃ,evakuerad,n
非喫煙者,ひきつえんしゃ,icke-rökare,n
非公開,ひこうかい,menig,adj-no/n
非実際的,ひじっさいてき,opraktisk,adj-na
非常ブレーキ,ひじょうブレーキ,nödbroms,n
非常口,ひじょうぐち,nödutgång,n
非常事態,ひじょうじたい,alarmberedskap,n
非常信号,ひじょうしんごう,alarm,n
非常線,ひじょうせん,kordong,n
非線形,ひせんけい,olinjär,adj-na/adj-no
非対称,ひたいしょう,asymmetri,n
非民主,ひみんしゅ,odemokratisk,n
飛行,ひこう,aviatik,n/vs/jlpt-3
飛行機,ひこうき,flygplan,n/jlpt-5
飛行士,ひこうし,lotsa,n
飛行場,ひこうじょう,flygplats,n/jlpt-4
備砲,びほう,bestyckning,n
備砲,びほう,beväpning,n
備忘,びぼう,erinran,n
尾状花,びじょうか,blomhänge,n
微温,びおん,ljumhet,n/adj-no
微笑み,ほほえみ,smil,n
微笑み,ほおえみ,smil,n
頬笑み,ほほえみ,smil,n
頬笑み,ほおえみ,smil,n
ほほ笑み,ほほえみ,smil,n
微笑む,ほほえむ,le,v5m/vi/jlpt-3
ほほ笑む,ほほえむ,le,v5m/vi
頬笑む,ほほえむ,le,v5m/vi
微生物,びせいぶつ,mikrob,n
微生物学,びせいぶつがく,mikrobiologi,n/adj-no
微分,びぶん,differentialkalkyl,n/vs
微分方程式,びぶんほうていしき,differentialekvation,n
眉,まゆ,ögonbryn,n/jlpt-1
眉,まみえ,ögonbryn,n/jlpt-1
美しい,うつくしい,vacker,adj-i/jlpt-4
美しい,うつくしい,skön,adj-i/jlpt-4
美術学校,びじゅつがっこう,målarskola,n
美徳,びとく,dygd,n
美味しい,おいしい,god,adj-i/uk/jlpt-1
美味しい,オイシイ,god,adj-i/uk/jlpt-1
美名,びめい,anseende,n
美容,びよう,formskönhet,n/adj-no/jlpt-2
鼻,はな,näsa,n/jlpt-5
鼻,はな,nos,n/jlpt-5
鼻,はな,snok,n/jlpt-5
鼻が高い,はながたかい,högfärdig,exp/adj-i
鼻が高い,はながたかい,högmodig,exp/adj-i
鼻が高い,はながたかい,stolt,exp/adj-i
鼻がたかい,はながたかい,högfärdig,exp/adj-i
鼻がたかい,はながたかい,högmodig,exp/adj-i
鼻がたかい,はながたかい,stolt,exp/adj-i
鼻音,びおん,nasal,n
鼻筋,はなすじ,näsrygg,n
鼻すじ,はなすじ,näsrygg,n
鼻孔,びこう,näsborre,n
鼻綱,はなづな,grimma,n
鼻骨,びこつ,näsben,n
鼻根,びこん,näsrot,n
鼻拭き,はなふき,näsduk,n
鼻先,はなさき,nästipp,n
端先,はなさき,nästipp,n
鼻濁音,びだくおん,nasal,n
鼻端,びたん,nästipp,n
鼻ひげ,はなひげ,mustasch,n/col
鼻髭,はなひげ,mustasch,n/col
鼻梁,びりょう,näsrygg,n
肘鉄,ひじてつ,bakläxa,n/abbr
必需,ひつじゅ,nödvändig,adj-no/n
必要,ひつよう,nödvändig,adj-na/n/jlpt-4
必要,ひつよう,oumbärlig,adj-na/n/jlpt-4
必用,ひつよう,nödvändig,adj-na/n
必用,ひつよう,oumbärlig,adj-na/n
必要事,ひつようじ,förnödenheter,n
必要性,ひつようせい,nöd,n
必要品,ひつようひん,förnödenheter,n
必要物,ひつようぶつ,förnödenheter,n
筆者,ひっしゃ,författare,n/jlpt-2
姫君,ひめぎみ,furstinna,n/hon
姫君,ひめぎみ,prinsessa,n/hon
ひも付き,ひもつき,konditional,n/adj-no/uk
ひも付き,ひもつき,villkorlig,n/adj-no/uk
紐付き,ひもつき,konditional,n/adj-no/uk
紐付き,ひもつき,villkorlig,n/adj-no/uk
百合,ゆり,lilja,n/sl
百合,ゆり,liljeväxt,n/sl
百合,ゆる,lilja,n/sl
百合,ゆる,liljeväxt,n/sl
百合,ユリ,lilja,n/sl
百合,ユリ,liljeväxt,n/sl
百色眼鏡,ひゃくいろめがね,kalejdoskop,n
百日草,ひゃくにちそう,zinnia,n
百倍,ひゃくばい,hundrafaldig,n
百倍,ひゃくばい,hundrafaldigt,n
百分比,ひゃくぶんひ,procenthalt,n
百分率,ひゃくぶんりつ,procenthalt,n
標準化,ひょうじゅんか,normering,n/vs
標準時,ひょうじゅんじ,normaltid,n
標的,ひょうてき,måltavla,n
氷河,ひょうが,glaciär,n
氷河,ひょうが,jökel,n
氷滑り,こおりすべり,skridskois,n
氷山,ひょうざん,isberg,n
氷輪,ひょうりん,måne,n
漂泊者,ひょうはくしゃ,vagabond,n
表意,ひょうい,gest,n
表号,ひょうごう,sinnebild,n/vs
